date,ipi_log_d12,ipi_manufacturing_log_d12,ipi_mining_log_d12,ipi_water_electro_gas_log_d12,pi_agriculture_log_d12,pv_eggs_log_d12,pv_meat_log_d12,pv_milk_log_d12,comm_freight_log_d12,rail_load_log_d12,constr_vol_log_d12,build_comis_log_d12,retail_nom_log_d12,retail_nom_food_log_d12,retail_nom_nonfood_log_d12,retail_real_log_d12,retail_real_food_log_d12,retail_real_nonfood_log_d12,market_service_vol_real_log_d12,cpi_log_d12,wholesale_nom_log_d12,wholesale_real_log_d12,loans_deposits_log_d12,credit_debt_log_d12,credit_debt_overdue_log_d12,credit_debt_overdue_gov_log_d12,credit_debt_overdue_suppliers_log_d12,debit_debt_log_d12,debit_debt_overdue_log_d12,debit_debt_overdue_customers_log_d12,wage_debt_overdue_log_d12,ppi_coal_log_d12,ppi_diesel_log_d12,ppi_gas_log_d12,ppi_gasoline_log_d12,ppi_oil_log_d12,ppi_residual_log_d12,ppi_animal_husbandry_log_d12,ppi_eggs_log_d12,ppi_meat_log_d12,ppi_milk_log_d12,ppi_poultry_log_d12,pi_inv_log_d12,pi_inv_construction_log_d12,pi_freight_log_d12,cpi_alchohol_log_d12,cpi_food_log_d12,cpi_nonfood_log_d12,cpi_services_log_d12,labor_demand_log_d12,un_log_d12,un_workload_log_d12,wage_nom_log_d12,wage_real_log_d12,brent_log_d12,neer_log_d12,reer_log_d12,miacr_log_d12,m0_log_d12,m1_log_d12,m2_log_d12,ex_usd_log_d12,im_usd_log_d12
2018-03-01,0.026373909577783294,0.02077450385171442,0.017521508655210738,0.08751377415805006,0.26371077997548653,0.014763387187951338,0.046479966775278214,0.014783796184237197,0.04376169756233139,0.030605449076078095,0.054034622125357146,0.11551288712184427,0.05158121770031876,0.04771485077742543,0.05525023129855544,0.030241771858734445,0.028994645012350162,0.029717117436286244,0.030826518455694618,0.02393310731999243,0.07965907545468554,0.6329130890081078,0.04025504335368879,0.10321195809351202,0.016109661587537794,-0.18782942751382636,-0.06000886583338261,0.1438306303090915,-0.010815627488053536,0.0010216824591751106,-0.25670634555843996,0.08738911220174028,0.18442948189929176,-0.10861466756950389,0.025918372918750876,0.14007415102472898,0.18170140173531912,-0.07690219984812963,0.024781732531016232,-0.02300953831780639,-0.07109426959127241,-0.10271869041077153,0.042809639425040125,0.07636879935916863,0.0419971791662217,0.017980037906266233,0.011509130178381177,0.024969554219345547,0.03882201606900626,0.09048532589278224,-0.07696104113612856,-0.23812510492982675,0.11137421846541251,0.09343017581200819,0.24662987116848845,-0.08193082714578281,-0.07835489627968073,-0.325422400434628,0.08988701274579647,0.0954675996977965,0.0890738244699687,0.15654176699774602,0.1308242110161384
2018-04-01,0.030575596431483554,0.04577580605713116,0.016487916831928295,0.00890188658839719,0.27448991423031366,0.013874288726299255,0.04202674796535444,0.01884625862483169,0.04881211830723853,0.03349150230630116,0.16455614677620645,0.06899287148695143,0.05482592358806748,0.045583150317490606,0.06356099117841829,0.03226606404796417,0.02696418746196816,0.03476508373359177,0.04895390304825131,0.024929619609731724,0.1437228269353401,0.6966916111937866,0.028168555924581895,0.1107254217812077,0.0979002993514495,-0.1577089154139899,0.02744028643017682,0.15517226903849313,0.05575965018740536,0.06996005237463354,-0.23978748615372236,0.16113432357451085,0.191565410683058,-0.21693877442732656,0.10023570299157214,0.2487101321797116,0.3442733579092039,-0.07093203286162542,0.06982089173795458,0.013508871271847411,-0.08936290412694525,-0.07960292595809726,0.04975066877927592,0.06547220813495525,0.028801888747389093,0.016982531589141203,0.010514600011872766,0.026963572826210758,0.03981952238613129,0.06353487739046049,-0.07847161544149506,-0.20553984689596216,0.10070725861167595,0.08467951229182269,0.32100517354614855,-0.1648642689237505,-0.16038200092918764,-0.31376744292745573,0.10378772513014844,0.11152606553684308,0.09451478156085891,0.3239006046356785,0.13916186520437535
2018-05-01,0.03353272032122678,0.05548462018409239,0.010673946966507586,-0.004077646660955558,0.2892321959675179,0.007916914186022694,0.038703159445532265,0.012858561183294981,0.03019923145881087,0.03493002168359194,0.13140131448390235,-0.20585205420414865,0.055504161452553546,0.04140611672148076,0.0687420084623005,0.02931765896366656,0.02598041955183472,0.029855893707352976,0.04391610901829335,0.024929619609731724,0.17085781046487192,0.7175116673042456,0.05740860346514687,0.12983576858055557,0.11262722234693978,-0.1736634940508397,0.07559290529597629,0.185840299182793,0.05216606450093941,0.06310839881901575,-0.24860796634522941,0.13651894671385278,0.2950885755715067,-0.1458133587666799,0.23859377242295388,0.3679419403561326,0.5567973660873378,-0.0516322972028993,0.11625234501616966,-0.0036344131531311774,-0.10368664795491611,-0.045583434394782074,0.044797711650426564,0.048681690221964224,0.03079989141006223,0.013990010652687346,0.003532028000742038,0.03392531153500844,0.03981952238613129,0.03696270518218636,-0.10109611687136866,-0.18103620957329047,0.10509333613932803,0.08567108401411794,0.42494432706733143,-0.132920832214797,-0.13144087488073275,-0.27282403503017627,0.11378377776957649,0.13363550867931195,0.10912954595549174,0.258077041724075,0.08387445956030426
2018-06-01,0.02064211049014908,0.012600488481902872,0.0270677567421842,0.02490989021229595,0.3081664935596269,0.0009729993470131149,0.026416630443941713,0.009740846855260443,0.02060040805758323,0.0302194855609903,0.08856215609805229,-0.1885911698075502,0.060801939055656895,0.04872479614744485,0.07188170643397829,0.03425106808162237,0.035980502886418186,0.02888075954914715,0.048859272815813704,0.023935089443223312,0.13261700931231424,0.6617192123102988,0.0475062057450355,0.13789680073743327,0.1373829698008322,-0.18419246472976614,0.08251649094916402,0.19637972391528358,0.04834644361951401,0.037066700473372904,-0.16724514573505456,0.19348902660728573,0.3021717302016551,-0.14150371812649087,0.2449482117955437,0.5391450119084258,0.6291053330265406,-0.02348973641465335,0.06603368234795681,0.002772515987619073,-0.09160070967594436,0.012227564359587717,0.04579323189192852,0.04868169022196511,0.029801389080472696,0.013990010652686458,-0.003415890768055263,0.036917832471463186,0.03981952238613129,0.05005460482298396,-0.08167803101426707,-0.19231991624473066,0.10074719851472302,0.08277951573431874,0.4729376430058001,-0.10005731305727483,-0.10135936713613969,-0.26060949323414717,0.11573742073564475,0.12685401662910323,0.0979075571071153,0.2076901851029973,0.011508925772522716
2018-07-01,0.034600462740856486,0.028944059624059548,0.038650897831814746,0.024909890212296837,0.34915174005967486,-0.0004996252914324373,0.029772158333670085,0.0060635258379910795,0.040957578548664664,0.01115253195047572,0.1341581689871365,-0.07696104113612856,0.05660457280485609,0.03242382434434443,0.07871278938973969,0.028431459028358752,0.017560205035098697,0.03470601874022705,0.046875145180766076,0.025931098089938764,0.17032159324575424,0.6305421794426813,0.034383196942698646,0.12908827513800603,0.11680963782783671,-0.20541727158860423,0.06717756672838249,0.15940462193453087,0.029298140786145233,0.04834473678485729,-0.13464564852836602,0.2439260904967382,0.3091316635009651,-0.19813022221666188,0.15433231037471273,0.5499163908467093,0.5647448056412188,0.004540126661940924,0.08508755401963697,0.011670307504996202,-0.08585567862664689,0.09048025499702206,0.041824972716307585,0.04471736392005532,0.0003455777898588863,0.012990510319602855,0.003637035193831295,0.036917832471463186,0.03686239849638717,0.05210426354008035,-0.08167803101426707,-0.1819713554245901,0.10794954952202929,0.08386470303560589,0.42628643592175,-0.04550858140906566,-0.04587246310512949,-0.23296819174272798,0.11836869703366126,0.1328854147843277,0.10765275990248391,0.33296919910952205,0.01910432098991599
2018-08-01,0.026795545071472304,0.014458050638398667,0.04161386296247205,0.012269955276476452,0.1831272565170643,0.00252716839073841,0.019643488765753503,0.008444569688870196,0.023055143469239425,0.02040887163120697,0.06784144685590032,-0.19189100781010526,0.0639167514054968,0.03634730553254606,0.08846643605239723,0.03132581705472326,0.012694015383925894,0.04332263500110667,0.03594607464857624,0.030943639913482812,0.16281400266082535,0.6232303229609855,0.03954203011400459,0.13640630892159322,0.14697288682998888,-0.1761865682264383,0.06330704031492829,0.1802362301825191,0.0734164169077074,0.05362264315450194,-0.01928756459471792,0.19407941837029785,0.3242133868839865,-0.2410802338000284,0.16619925173093897,0.4842272301962254,0.499959753340649,0.02049260852382062,0.12894549079685635,0.005940029426694693,-0.08785481445521448,0.1192326802230177,0.04578537393240545,0.034816292937343896,0.002343580452532912,0.012990510319602855,0.020852650247919158,0.03791633480105272,0.03586588620664877,0.0507483517444145,-0.06317890162153184,-0.17062551703076378,0.10882092225050854,0.07772971446808974,0.3385424878609373,-0.07176054534086607,-0.06733494012671937,-0.19457430197790493,0.11939981066748828,0.1350696842071919,0.11153781748729052,0.2557557258448213,-0.035182013739214923
2018-09-01,0.022795539738126536,-0.010357118481326033,0.06610488297076778,0.0026266790046731714,0.051293546311386606,-0.0016268984065614944,0.007272759329080003,0.006805319269754584,0.017457918767449954,0.006688988150796327,0.07349336428980724,-0.061557892999433594,0.06091888010376767,0.029797959556497666,0.08889143018487289,0.025277411518842108,0.0006938713808155583,0.04230689088127093,0.02785705177549236,0.03394214290973885,0.15467317120089774,0.6141877461992955,0.0761342663286868,0.14005440704730887,0.22275060618545162,-0.05425058974974828,0.12464911348348195,0.17949824237268608,0.09028714081894584,0.0712587623923513,-0.04108291108434692,0.28165847623330986,0.33765367902700305,-0.24439797419600762,0.24258048707950763,0.406902599932895,0.5210281570017337,0.05661171286490774,0.22135327798520166,0.026432816107593737,-0.0753380106944892,0.12324848153757806,0.054745115303877157,0.036804365162730335,0.0023435804525320236,0.012990510319603743,0.027884321611599816,0.038912847090791125,0.0368643885362383,0.04740223889458317,-0.10536051565782611,-0.15043320342712585,0.09345189886056104,0.05907428880658827,0.34002779592254573,-0.1150609869962933,-0.10926835178463534,-0.1575415277954677,0.12598607698241082,0.13049869585952756,0.1182877371260389,0.22934844889114991,-0.037113779710185923
2018-10-01,0.05123347505865983,0.042565282973016316,0.07570188561177726,-0.020509574363355654,0.1845703240395622,-0.008321078746664767,0.0029048676926306527,0.012973607370247997,0.014355323571058953,0.0009212345193203575,0.09167534180816084,-0.15656906069153997,0.06094800099500031,0.03634470418188496,0.08333374301150531,0.02328736111083174,0.006628606900629386,0.03430684821419483,0.02390447745966906,0.03593616151660317,0.16674672183380146,0.5433031536018014,0.07601488169066961,0.11408185863892228,0.15632641995368868,-0.08255510568930191,0.03863208418625241,0.15289804385527184,0.08589532990540594,0.048784741190644354,-0.07604029597581885,0.1637124344605807,0.322011859622652,-0.040463721392877794,0.301343957637636,0.4868657457237653,0.5754515160731479,0.06156466999375709,0.2097597566670526,0.016902431741854684,-0.07147886504325562,0.17053335821033144,0.054745115303877157,0.03978795762961873,0.008692808131192109,0.012990510319603743,0.029874372019609297,0.04090487962203149,0.037865890873328034,0.048639935069773266,-0.06187540371808731,-0.14871095653144017,0.09923215722631973,0.06403215716737609,0.34286061074697116,-0.09023888833190252,-0.08371382458869103,-0.10067279164544685,0.12195121893939742,0.13321275646786823,0.11186505375435729,0.2713307992548639,-0.0012085717084904246
2018-11-01,0.043233432391583726,0.014785718865940822,0.0819324353624129,0.036496062759467485,0.10917821831058028,-0.008463497185910995,0.0006542362025960813,0.014078130212453743,0.023109814152826758,0.01217813645482746,0.09162345139885097,-0.04317217186520872,0.07635459410820111,0.05769319363801806,0.09346805231410915,0.034359442011518304,0.019674451733930454,0.043393230770152336,0.031809656966782285,0.03892570036497034,0.13471084829166458,0.4537444987188408,0.08580650444405968,0.10958851962439908,0.20299326726214773,-0.08096906253366676,0.11489920748594784,0.15016981060258772,0.09227368262168056,0.0587207643473846,-0.08823115835883222,0.14993185765089212,0.2982307400310731,-0.05762911283663552,0.2685987220514985,0.47628900506069627,0.4505754828746422,0.07633598731406899,0.18978427799554431,0.019877998481810266,-0.05300928101694602,0.21354118796827493,0.06373169600172268,0.05883615260031316,0.01068088035657766,0.011992007990014208,0.03881630939527092,0.04190139191177078,0.03686639054024443,0.05863192769972425,-0.0606246218164348,-0.1617296634741665,0.0920802800577718,0.05309221712904133,0.03201277602471819,-0.0766607237294421,-0.06368843472122077,-0.0996892922136845,0.11424860788609514,0.12168923927567832,0.10860877942583258,0.18659614150537251,-0.03372611417797167
2018-12-01,0.06290619799028807,0.055721667007196274,0.07237213310043078,0.056986757407535116,0.07590704770452916,-0.008253141756719984,-0.0029061339837292977,0.01808367543329581,0.03146042210375111,-0.013655196249209745,0.15179546045395842,-0.07165598890643521,0.07435422321489149,0.06775097782082629,0.08050809453475782,0.02848447756849737,0.019674451733930454,0.032436526131946586,0.024205057581562883,0.04290184874460845,0.15057963549015163,0.40987092160119687,0.09545497524084823,0.10140587928745859,0.2737975709662104,-0.07034788524441105,0.19624759524535396,0.14777061296769567,0.1280463523492843,0.10631825035313991,-0.017116516701834783,0.13817102977702422,0.2539542150415173,0.017103032587949762,0.10417468356711446,0.24647960822632342,0.30040654235217623,0.10792795318628112,0.2696108923988003,0.09430362726019759,-0.0218508329481093,0.2558889026989757,0.07069343471052214,0.06281230097995216,0.015643669698707008,0.013990010652687346,0.05066244989943325,0.04090388559464486,0.037862902829983724,0.06534638438333928,-0.0606246218164348,-0.18014662972875506,0.08194455522991362,0.038504626396864694,-0.11530048977316021,-0.0951030368231418,-0.07426091243084176,-0.03154006507020224,0.10646346308997678,0.11335921136726945,0.1125153227456348,0.10414173662654136,-0.07525379036136748
2019-01-01,0.026581173206979614,-0.007684597771116408,0.06002629727813158,0.021654328493228014,0.0591990423274229,-0.008641168751703177,-0.008193036271576304,0.016521026579956022,0.02286180116692904,0.015282054810939805,-0.04673163972107375,-0.17435338714477755,0.07324631419086636,0.07486749470374754,0.07172279125710634,0.023172380083607003,0.02099983297499808,0.021783962015740066,0.014448882636197702,0.04985667061797816,0.08134383218856378,0.2853711078650356,0.11005405072556762,0.08426497127414301,0.3148401391587843,0.0806730260051518,0.23747931488482799,0.12978747894425702,0.13826911220513427,0.11594687601551712,-0.027309624652672504,0.04294963002436436,0.14618790681759464,0.2679986390826503,-0.0065477053022995335,0.13150022207564227,0.2576400433105892,0.10792795318628023,0.2422062711405637,0.03637124189236651,-0.004477890371596516,0.2315118009847268,0.08165517875266737,0.06878841438329442,0.050039973478342326,0.018972581997151572,0.05858328339087748,0.043890448292394524,0.047803342535233995,0.05921391302204526,-0.059423420470800625,-0.11105390232601398,0.0799145501934504,0.01864957308688453,-0.15080269091082865,-0.10308001295910074,-0.07321583185010372,0.07602030729440834,0.10050622361582917,0.1029376617521276,0.10432728346951592,-0.08617888600975476,-0.02157509279711789
2019-02-01,0.041089199696557444,0.028683046399757828,0.06328539847903869,-0.008132760673358774,0.04448568224627536,-0.00031167212345195594,0.010959013789719307,0.011277393361306842,0.0201270543377019,0.0,0.05088479901700982,-0.03922071315328135,0.07739134636608647,0.07756363229627272,0.07722787044319279,0.024199601540137117,0.019975767345307816,0.025903432310977692,0.031647080933418614,0.05185068922484248,0.11213366031422112,0.17961953859480317,0.13742994725548563,0.08737667124752058,0.2626182047500567,0.152676840208958,0.23290303162859782,0.1254003656954783,0.13746794735592793,0.13896374145222445,0.012994428250546974,0.0099561583759753,0.08657327994848174,0.28015709010863166,-0.02167226739653394,0.13688407490291965,0.38606776258046693,0.10283369866453729,0.1593972815791016,-0.034421315498965654,0.02696519654948304,0.17593141721025418,0.08065667642307783,0.07078044691453389,0.039143382254128944,0.016974579334478435,0.06355100349281173,0.04588645693910909,0.04880184486482353,0.06984357336726355,-0.020202707317519275,-0.07455923569928569,0.06274736229895339,0.0048969005348480366,-0.021040380136510883,-0.07156823322810268,-0.03954035747904694,0.059719234701622215,0.09641647679426057,0.09518776762888237,0.09452201599380672,0.10405635943454783,-0.050825689752494796
2019-03-01,0.02753273361295072,0.010983469300357207,0.05785060249308138,-0.0495997084568609,0.03372763227972442,-0.002935292300985992,0.0033585254071342163,0.017044686181553637,0.022111872943257005,0.005305052229693352,0.08580469600801521,0.01801850550267825,0.07885400025273182,0.08157579173043761,0.07627402185952281,0.02511577201191617,0.024565036528948703,0.02407527823691602,0.020152701507683446,0.05185068922484248,0.0980244683021958,0.07737607031667437,0.1396966669162918,0.07567600387723594,0.27422422411244707,0.1296251376574573,0.30118148166194736,0.12729969337021174,0.14474590815590282,0.1647997552667846,-0.08938857009177426,-0.030734567366513588,0.06128899234981411,0.2870299693963938,-0.09113675616762862,0.2670806841666984,0.4797010802620605,0.10081756894935268,0.03318836966518468,0.05779383660738979,0.05296018593730345,0.1475680317021162,0.0836432391208275,0.07078044691453478,0.03814388192104534,0.01797308166406797,0.06355100349281262,0.046883963256235006,0.04880184486482353,0.04593153436413555,-0.06187540371808731,-0.022258470600942992,0.08936124034070936,0.028494031295058342,0.0018159811285993754,-0.054977588869830285,-0.02570740913795877,0.0715071904536646,0.08414315481275203,0.08437709237640689,0.09450012294249177,0.010885458410090365,-0.03538487334484408
2019-04-01,0.05135571420744611,0.04735111347123233,0.057850602493080494,-0.0012226820747560652,0.02393323468743702,-0.009852296443011,0.042012179139343964,0.010446989964655984,0.02536171481400462,-0.019400146545791586,0.07702294521429476,0.06453852113757108,0.07350884130965074,0.07617587910570123,0.07100439269185888,0.02106308156129355,0.019470782007205756,0.02205914852173052,0.02214672011454777,0.05085417693510408,0.11089588928630612,-0.017028086067270465,0.1500302606665027,0.08907389020255074,0.19256459686634742,0.12944435724435843,0.17204853193474445,0.1210220275028675,0.033025255431494926,-0.004403175370732981,0.020761991448429384,-0.08022116756515008,0.02989537073689874,0.28267600628462475,-0.20334419599631737,0.2735042026710168,0.3975206770496289,0.09384889963325893,0.021096861324457095,0.04264063177627975,0.0713422338620493,0.1260575029907347,0.07471017723535134,0.07078044691453478,0.03434159597130648,0.01797308166406708,0.06355100349281173,0.04488994464937068,0.0478043385476985,0.029043667770519477,-0.04167269640056803,0.0033500868852822663,0.1018042584459593,0.036276171737112506,-0.012278652938405799,0.019719077975696386,0.04642781149486197,0.10178269430994225,0.061776377186713916,0.0728889229201446,0.08510049798279162,0.01870601679103956,0.047857356862664346
2019-05-01,0.011189672482111668,-0.015449787767798817,0.038222887012641316,-0.004791989849875833,0.011169192962340091,-0.011899000085145772,0.008591118132316389,0.012013187205285547,0.013063682946406807,-0.039618262807047167,0.08396360564655314,0.2732933349996811,0.06914614074698733,0.08400466294568076,0.05518385317495955,0.020078344898754708,0.023400060147095836,0.015145540736912544,0.018098131588548227,0.049857664645364785,0.03619011047841347,-0.16133605849872623,0.11774357548344128,0.07932597853387868,0.15468129764031957,0.14590661005217598,0.13569971594195884,0.10131626999254806,0.07403971509762197,0.06944922379885021,-0.03389006131896277,0.006936443996657715,-0.05291878057668953,0.2056151484706188,-0.20826710288536354,0.21727395466878363,0.2117131136716921,0.09082622730667378,0.036630214738224254,0.05525517933620527,0.10393111684746792,0.10487544537452642,0.07471017723535134,0.07078044691453478,0.032343593308633345,0.01797308166406708,0.06953904533743493,0.037928205940571225,0.0478043385476985,0.030465156306989982,-0.04348511193973881,0.0,0.08374273802484566,0.02129835804007829,-0.07636885486066092,0.020156640289986427,0.04771512889852314,0.10507270445998373,0.045053928039848756,0.06914536265996496,0.0740395592575176,-0.11783776869599549,-0.0727328472938602
2019-06-01,0.03193115678892777,0.03208767946003199,0.0321066599952049,-0.003693692100813273,0.011169192962340091,-0.01667113873783066,0.011111225425070259,0.006234434158429281,0.00924575308822817,-0.05644731242333556,0.08673052419564531,0.10724553035359774,0.06313369540384528,0.07331971768773471,0.053805881767322816,0.019093608236214976,0.01941201896914002,0.018068095179514465,0.010177298097103993,0.04487012313432537,0.045162138596360535,-0.20800181107297888,0.13287511885292247,0.06489916450094668,0.10951677062619325,0.11319491499043721,0.06025535678742333,0.07021314875646922,0.04245737446152731,0.07617552908691128,0.0454387163566512,-0.09520639691802923,-0.058638282613138415,0.13315729513035457,-0.1509935852768347,0.023246407357781607,0.012948077727600094,0.06573710400531763,-0.003944778291016249,0.06596665562492277,0.11461898890532396,0.0752900577857023,0.07172063838698506,0.07078044691453478,0.030343592641966843,0.01797308166406797,0.06053448224435343,0.0359341873337069,0.04681079648882047,0.013124296798547874,-0.06595796779179741,0.016495219369110803,0.07356566095978145,0.014518671054699617,-0.1472756527478012,0.01975238631891063,0.04426159427131626,0.07674998161656066,0.03788471640314661,0.04911836050587581,0.07733145077772541,-0.11514049962223538,-0.05299156113840198
2019-07-01,0.04276336511828838,0.053141088657865154,0.031146506296861,-0.01062098353337948,0.0524220446992647,-0.005010030519537523,0.02631730831737311,0.02015816289558714,-0.006965635478182186,-0.0009246417672192919,0.0946460558664981,0.2151113796169457,0.059861197588158,0.0704827430408681,0.050275876391797425,0.015194967820557181,0.01647228142821522,0.015159707283557644,0.013152015213846902,0.04387261681720034,0.06577448208433623,-0.17932242560744172,0.1246269298269489,0.0762907567162383,0.10990125974151077,0.12790813507016052,0.05901627645675145,0.10092540335236855,0.12159073357404449,0.07565353894108462,-0.08678437327552313,-0.17335113782713485,-0.04762804898925488,0.10476651504636081,-0.08310456026642932,-0.12232883862385968,0.0792186356955824,0.05780842024981059,0.08974764474612229,0.07103753429371373,0.1192545842602204,0.029470771331903123,0.06773656937211125,0.06879237468914923,0.02454086842939951,0.01797308166406797,0.061537994621592595,0.036932689663296436,0.04285431259374661,0.001140250978731494,-0.04348511193973881,0.024897551621727132,0.09219092323416866,0.03278892670636857,-0.14980547622479,0.022703871165384193,0.046319830356361,0.03192498742918404,0.027269956413546126,0.052622951051681355,0.07048910653379359,-0.02940954227827497,0.049050147765035135
2019-08-01,0.03883794300218302,0.04532854892106997,0.030159826394416278,-0.007689862724520324,0.196488605459896,-0.0005049230099700708,0.02186357311620224,0.02458595598761093,-0.0019554596127902,0.0018348629001101457,0.08636887926883219,0.109199291964992,0.05443158636813106,0.06256552404599347,0.047320942154821743,0.011333959163097873,0.01158229613402284,0.013251309757796648,0.018134586558311128,0.04187061414652771,0.03012063939581111,-0.18773303877544123,0.12491286178040006,0.050847707997958125,0.13633050176383144,0.12570266279444686,0.1021111834453805,0.07581039931332612,0.04814066543523232,0.08154261848286204,-0.20784366646444496,-0.06478877586243481,-0.09377183606502548,0.08136353734647628,-0.1773694868278426,-0.08836442477961448,-0.034488643912116146,0.05879705107675015,0.22674067749506044,0.0922773035554485,0.12810397088915693,0.021471391453754762,0.06575832936000481,0.06779685444764727,0.02454086842939862,0.016973581330984366,0.05549568016563011,0.036932689663296436,0.041856806276620695,0.0034462986435874754,-0.06744128079553247,0.020921265160639635,0.08338451000823888,0.024549951161815464,-0.2057850890831041,0.03629709992196517,0.05870073566541212,0.014124528603631115,0.021970262032663612,0.05066463763786011,0.07543902202628772,-0.08998115731241896,0.011698186022153223
2019-09-01,0.049799687044327356,0.06916284498520309,0.02510675854302491,0.02096539303585576,0.2957764399072804,0.010796326190222416,0.043330921823019786,0.03625998416108178,0.006193339858588942,0.010421695462413894,0.11018763873925685,0.031252543504104446,0.04919112683537552,0.05735569530204998,0.04201136957786833,0.009309666973868147,0.00956819676232179,0.01121672106000915,0.02521605267109539,0.03787060881318105,0.03958118759826412,-0.16294385455747573,0.10130674326549105,0.07473165643959057,0.15392175050278745,0.06736553182757543,0.14567424752978209,0.08427123246169899,0.10679398287755149,0.09041776157105819,-0.2116380771113402,-0.09329253769095658,-0.1269036061216049,0.07361552303017849,-0.22114027186963447,-0.1254774177674669,-0.2899829810471122,0.012687853660575676,0.06475418675715972,0.048921855747945386,0.12151885644441762,0.04686401792187489,0.059794096968332155,0.06381674969102047,0.02254086776273212,0.015974080997900764,0.05148363867566985,0.03493867105643211,0.03785680094327404,-0.0034782643763247023,0.0,0.00216216300449501,0.08633888267898904,0.02850643505689021,-0.22762181069214282,0.07724171995435913,0.09798307876187273,-0.041404914968122375,0.023513976569597972,0.06381513209986878,0.06995539061283829,-0.08616089096315882,0.055142708629416504
2019-10-01,0.04323613793032344,0.07477033631414809,0.002894353271940986,0.01529965550017831,0.2332560829259478,0.0024229383235887525,0.03281321490944933,0.042334363826560306,0.002930098370947931,0.009165967014080678,0.12261066086130423,0.09684982598991754,0.05655104276615219,0.061626069447038745,0.052018965105911086,0.019220550873321862,0.017426783374843602,0.02319291210672514,0.025216052671094502,0.03487808787672719,0.03318999960972313,-0.07605170450819188,0.08992897526179888,0.08150669638845365,0.16173888376983037,0.05687151095460674,0.1683809745811864,0.09664431173994004,0.10187726018382293,0.14112854563678656,-0.20585205420414798,-0.1051233802523992,-0.16038714927185893,-0.14885791193074116,-0.2675143334385375,-0.19775063498609846,-0.41668734166203336,-0.002245226224997232,-0.022852696484056523,0.060663192345867145,0.11566462618905327,-0.015268667610202513,0.060791603285457185,0.06083315722413207,0.033034143478570144,0.013974080331234262,0.04749956966079605,0.03294663852519264,0.036855298606185194,-0.007843177461025697,-0.021506205220963803,0.0,0.09496221998372967,0.037369122314735215,-0.305319945913733,0.04693235033869936,0.06388632357106339,-0.06830534997482318,0.02945670267163969,0.08629830092768387,0.08678237320780546,-0.11086009098234584,0.10318606021897558
2019-11-01,0.014720967622301906,0.018913004921622623,0.01011460124542829,0.00047164723055992397,0.34809534253831487,0.02288959849346739,0.014285957247476944,0.05043085362689137,-0.013233732563205258,-0.017849229158643176,0.038974871721043414,0.13720112151348518,0.05961064331281296,0.05988304374933939,0.059365203857350224,0.025208592717944178,0.021406888131470403,0.03219747519980665,0.014330245025843347,0.03288605534548594,0.01657019596628828,0.02663873228836522,0.07583694626890569,0.07263789604219895,0.1997034864927869,0.07459961424818662,0.21508701414053188,0.09067641842408491,0.10464686841204962,0.14739200965556432,-0.19593830783259758,-0.07610458725339964,-0.14787011813673878,-0.14859948283859037,-0.28210782591171224,-0.27993231322732726,-0.6391763335523102,-0.019997171683447057,0.02795141876937457,0.0751883628835337,0.0935131366951758,-0.06886769286482952,0.05780504058770841,0.05685305246750527,0.026058529742145176,0.01297457999815066,0.041547171133499816,0.030952619918328317,0.0378547989392688,-0.01196111207057804,-0.04255961441879608,-0.0039525743158232984,0.08308105902436935,0.028328377662586668,-0.0240711840954404,0.056609489665734536,0.06784156456224544,-0.11537215107207288,0.03328025442688087,0.07747619060864785,0.08377521373453334,-0.1187828649613909,0.08702312393689127
2019-12-01,0.025791191376548284,0.04322757510002884,0.015861743500996006,-0.04831851693887135,0.39948813446338427,0.012899863251508492,0.016166633855347,0.05151728363700325,-0.01318148596989488,-0.021306966312930165,0.05114120923185794,-0.005730674708985362,0.04755852351463652,0.04944193968275723,0.04581127214391234,0.018451810255064593,0.02057111708407433,0.019404123739897194,0.02098742605502313,0.028909906965846943,0.002879151532415136,0.08698950824772922,0.06237794192687751,0.06652079295905367,0.12495623124728006,0.06876685724709208,0.10296892285069958,0.07904450157448473,0.005388411025489148,0.04027967551141742,-0.0542120019278336,-0.04982421817211247,-0.1345737618483387,-0.155065478843194,-0.18880422987717616,-0.08946211833976925,-0.5863478491239764,-0.05560924347232454,-0.04778503794148037,0.07343707952040468,0.06975623030264622,-0.11355561037496997,0.05184080819603487,0.05088288548100106,0.015107698555393512,0.011976077668560237,0.029701030629338376,0.029954117588737894,0.035860780332404474,0.0013449901153324006,-0.04255961441879608,-0.020696881771154807,0.11335632109432048,0.06403289183568539,0.15996161773125728,0.08721703902435252,0.09066280376561231,-0.19711671571070166,0.044971087595506276,0.09077542635483837,0.09154739563907732,-0.04079877541314936,0.08197172524397622
